ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,MODELO,tipo_juego,ACCESIBLE
9492617,Multiejercicio en CDE,83,Penagrande,8,Fuencarral - El Pardo,OPERATIVO,437919.826,4482007.247,ETRS89,40.48644025,-3.73249834,SIN TIPO,Desconocido,S/N,28049,Calle Arroyo Del Monte 17 ,31055760,2024-02-14,D087701,AE21,Desconocido,Deportivas,No
9438570,Barras paralelas en CDE,84,Pilar,8,Fuencarral - El Pardo,OPERATIVO,439958.558,4481433.909,ETRS89,40.48142536,-3.70839034,SIN TIPO,Desconocido,S/N,28034,Cv C/Pintor Francisco Llorens,11045726,2024-03-26,D087610,AE21,Desconocido,Deportivas,No
9294651,Escalera Horizontal en CDE,143,Marroquina,14,Moratalaz,OPERATIVO,445383.501,4473556.697,ETRS89,40.41083778,-3.64371159,SIN TIPO,Desconocido,S/N,28030,Parque Z,11101695,2023-07-21,D146105,AE21,Desconocido,Deportivas,No
9294649,Banco de abdominales en CDE,143,Marroquina,14,Moratalaz,OPERATIVO,445382.972,4473556.697,ETRS89,40.41083774,-3.64371783,SIN TIPO,Desconocido,S/N,28030,Parque Z,11101695,2023-07-21,D146103,AE21,Desconocido,Deportivas,No
9294596,Barra defFlexiones en CDE,143,Marroquina,14,Moratalaz,OPERATIVO,445357.175,4473569.695,ETRS89,40.41095314,-3.64402297,AVENIDA,Doctor Garcia Tapia,86,28030,Sin información,11101695,1998-01-01,D146008,AE21,Desconocido,Deportivas,No
9294593,Barra de estiramientos en CDE,143,Marroquina,14,Moratalaz,OPERATIVO,445364.715,4473570.654,ETRS89,40.41096228,-3.64393419,SIN TIPO,Desconocido,S/N,28030,Parque Z,11101695,2023-07-21,D146006,AE21,Desconocido,Deportivas,No
9294589,Barras paralelas en CDE,143,Marroquina,14,Moratalaz,OPERATIVO,445359.821,4473568.141,ETRS89,40.41093932,-3.64399165,SIN TIPO,Desconocido,S/N,28030,Parque Z,11101695,2023-07-21,D146002,AE21,Desconocido,Deportivas,No
9294510,Barras paralelas en CDE,122,Orcasur,12,Usera,OPERATIVO,440525.324,4469441.81,ETRS89,40.37343581,-3.70058204,SIN TIPO,Desconocido,S/N,28041,Parque Miguel Sarabia Gil,31018991,2023-07-31,D126909,AE21,Desconocido,Deportivas,No
9294508,Escalera Horizontal en CDE,122,Orcasur,12,Usera,OPERATIVO,440523.869,4469443.133,ETRS89,40.37344763,-3.7005993,SIN TIPO,Desconocido,S/N,28041,Parque Miguel Sarabia Gil,31018991,1998-01-01,D126907,AE21,Desconocido,Deportivas,No
9294505,Banco de abdominales en CDE,122,Orcasur,12,Usera,OPERATIVO,440517.055,4469431.293,ETRS89,40.37334048,-3.70067846,SIN TIPO,Desconocido,S/N,28041,Parque Miguel Sarabia Gil,31018991,2023-07-31,D126904,AE21,Desconocido,Deportivas,No
9294503,Multiejercicio en CDE,122,Orcasur,12,Usera,OPERATIVO,440520.337,4469441.665,ETRS89,40.37343415,-3.70064077,SIN TIPO,Desconocido,S/N,28041,Parque Miguel Sarabia Gil,31018991,2023-07-31,D126902,AE21,Desconocido,Deportivas,No
9294063,Multiejercicio en CDE,116,Buenavista,11,Carabanchel,OPERATIVO,435515.805,4469650.504,ETRS89,40.37494331,-3.75960806,SIN TIPO,Desconocido,S/N,28044,Parque De Las Cruces,11077854,2023-01-08,D116810,AE21,Desconocido,Deportivas,No
9294002,Barra defFlexiones en CDE,116,Buenavista,11,Carabanchel,OPERATIVO,435520.005,4469639.953,ETRS89,40.37484858,-3.75955752,SIN TIPO,Desconocido,S/N,28044,Parque De Las Cruces,11077854,2023-01-08,D116801,AE21,Desconocido,Deportivas,No
9293992,Varios Juegos en CDE,116,Buenavista,11,Carabanchel,OPERATIVO,435468.961,4469640.027,ETRS89,40.3748453,-3.76015877,SIN TIPO,Desconocido,S/N,28044,Parque De Las Cruces,11077852,2023-01-08,D116701,AE21,Desconocido,Deportivas,No
9292103,Varios Juegos en CDE,27,Atocha,2,Arganzuela,OPERATIVO,442353.094,4471899.321,ETRS89,40.39570289,-3.67927564,SIN TIPO,Desconocido,S/N,28045,Pedro Bosch,20112157,2023-07-21,D025705,AE21,Desconocido,Deportivas,No
9292100,Barras paralelas en CDE,27,Atocha,2,Arganzuela,OPERATIVO,442341.981,4471889.929,ETRS89,40.39561751,-3.67940572,SIN TIPO,Desconocido,S/N,28045,Pedro Bosch,20112157,2023-07-21,D025703,AE21,Desconocido,Deportivas,No
9277920,Varios Juegos en CDE,151,Ventas,15,Ciudad Lineal,OPERATIVO,444347.492,4475719.528,ETRS89,40.43025314,-3.65611054,SIN TIPO,Desconocido,S/N,28017,Plaza Bami,11104596,2023-06-28,D155619,AE21,Desconocido,Deportivas,No
9277913,Varios Juegos en CDE,151,Ventas,15,Ciudad Lineal,OPERATIVO,444348.715,4475727.498,ETRS89,40.43032502,-3.65609682,SIN TIPO,Desconocido,S/N,28017,Plaza Bami,11104596,2023-06-28,D155616,AE21,Desconocido,Deportivas,No
9277910,Varios Juegos en CDE,151,Ventas,15,Ciudad Lineal,OPERATIVO,444344.25,4475727.928,ETRS89,40.43032859,-3.65614949,SIN TIPO,Desconocido,S/N,28017,Plaza Bami,11104596,2023-06-28,D155615,AE21,Desconocido,Deportivas,No
9277908,Varios Juegos en CDE,151,Ventas,15,Ciudad Lineal,OPERATIVO,444334.759,4475728.028,ETRS89,40.43032886,-3.65626139,SIN TIPO,Desconocido,S/N,28017,Plaza Bami,11104596,2023-06-28,D155613,AE21,Desconocido,Deportivas,No
9277906,Barras paralelas en CDE,151,Ventas,15,Ciudad Lineal,OPERATIVO,444348.881,4475721.843,ETRS89,40.43027408,-3.65609437,SIN TIPO,Desconocido,S/N,28017,Plaza Bami,11104596,2023-06-28,D155612,AE21,Desconocido,Deportivas,No
9277894,Varios Juegos en CDE,151,Ventas,15,Ciudad Lineal,OPERATIVO,444339.719,4475721.479,ETRS89,40.43027019,-3.65620234,SIN TIPO,Desconocido,S/N,28017,Plaza Bami,11104596,2023-06-28,D155611,AE21,Desconocido,Deportivas,No
9277885,Varios Juegos en CDE,151,Ventas,15,Ciudad Lineal,OPERATIVO,444336.875,4475723.265,ETRS89,40.43028609,-3.65623603,SIN TIPO,Desconocido,S/N,28017,Plaza Bami,11104596,1998-01-01,D155603,AE21,Desconocido,Deportivas,No
9277883,Varios Juegos en CDE,151,Ventas,15,Ciudad Lineal,OPERATIVO,444341.836,4475727.3,ETRS89,40.43032277,-3.6561779,SIN TIPO,Desconocido,S/N,28017,Plaza Bami,11104596,2023-06-28,D155601,AE21,Desconocido,Deportivas,No
9277728,Varios Juegos en CDE,105,Campamento,10,Latina,OPERATIVO,434816.475,4472357.112,ETRS89,40.39927108,-3.76812225,SIN TIPO,Desconocido,S/N,28024,Cv C/ Azor,11066045,2023-06-29,D107219,AE21,Desconocido,Deportivas,No
9277669,Varios Juegos en CDE,105,Campamento,10,Latina,OPERATIVO,434807.016,4472360.618,ETRS89,40.39930192,-3.76823406,SIN TIPO,Desconocido,S/N,28024,Cv C/ Azor,11066045,2023-06-29,D107206,AE21,Desconocido,Deportivas,No
9277662,Varios Juegos en CDE,105,Campamento,10,Latina,OPERATIVO,434818.062,4472346.926,ETRS89,40.39917945,-3.76810251,SIN TIPO,Desconocido,S/N,28024,Cv C/ Azor,11066045,1998-01-01,D107201,AE21,Desconocido,Deportivas,No
9273134,Varios Juegos en CDE,153,Quintana,15,Ciudad Lineal,OPERATIVO,444737.993,4476263.628,ETRS89,40.43518072,-3.65155435,SIN TIPO,Desconocido,S/N,28027,Calle De Jose Del Hierro,11109351,2023-05-26,C157316,AE21,Desconocido,Deportivas,No
9273132,Varios Juegos en CDE,153,Quintana,15,Ciudad Lineal,OPERATIVO,444736.802,4476269.316,ETRS89,40.43523188,-3.65156889,SIN TIPO,Desconocido,S/N,28027,Calle De Jose Del Hierro,11109351,2023-05-26,C157314,AE21,Desconocido,Deportivas,No
9273128,Varios Juegos en CDE,153,Quintana,15,Ciudad Lineal,OPERATIVO,444729.394,4476264.951,ETRS89,40.43519207,-3.65165585,SIN TIPO,Desconocido,S/N,28027,Calle De Jose Del Hierro,11109351,2023-05-26,C157310,AE21,Desconocido,Deportivas,No
9273126,Varios Juegos en CDE,153,Quintana,15,Ciudad Lineal,OPERATIVO,444725.161,4476263.892,ETRS89,40.43518224,-3.65170566,SIN TIPO,Desconocido,S/N,28027,Calle De Jose Del Hierro,11109351,2023-05-26,C157308,AE21,Desconocido,Deportivas,No
9273122,Varios Juegos en CDE,153,Quintana,15,Ciudad Lineal,OPERATIVO,444731.775,4476269.713,ETRS89,40.43523512,-3.65162819,SIN TIPO,Desconocido,S/N,28027,Calle De Jose Del Hierro,11109351,2023-05-26,C157304,AE21,Desconocido,Deportivas,No
9273112,Varios Juegos en CDE,154,La Concepcion,15,Ciudad Lineal,OPERATIVO,444488.079,4476224.884,ETRS89,40.43481505,-3.65449734,SIN TIPO,Desconocido,S/N,28027,Calle De Jose Del Hierro,31042148,2023-05-26,C157521,AE21,Desconocido,Deportivas,No
9273103,Varios Juegos en CDE,154,La Concepcion,15,Ciudad Lineal,OPERATIVO,444478.62,4476222.569,ETRS89,40.43479356,-3.65460866,SIN TIPO,Desconocido,S/N,28027,Calle De Jose Del Hierro,31042148,2023-05-26,C157518,AE21,Desconocido,Deportivas,No
9273073,Varios Juegos en CDE,154,La Concepcion,15,Ciudad Lineal,OPERATIVO,444475.643,4476223.958,ETRS89,40.43480588,-3.65464388,SIN TIPO,Desconocido,S/N,28027,Calle De Jose Del Hierro,31042148,1998-01-01,C157514,AE21,Desconocido,Deportivas,No
